id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
2109_289,"Kệ giày ROBERT","Giá giày ROBERT là giải pháp hoàn hảo cho việc sắp xếp giày một cách ngăn nắp và là điểm nhấn cho không gian sảnh & lối vào. Sản phẩm với kiểu dáng đơn giản, sử dụng chất liệu gỗ tràm keo phủ sơn đen tạo nên sự chắc chắn, bền đẹp trong suốt quá trình sử dụng. Sản phẩm khó dính bẩn mang đến vẻ đẹp sang trọng và tiện nghi cho gia đình bạn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ke-giay-robert-2109-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ke-giay-robert/,"Tủ kệ","Chí Trung",399000VND,in stock,2109_289,https://chitrung.bmic.edu.vn/cart/?add-to-cart=289,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,399000VND,new,published,,
2117_288,"Kệ giày TOBAGO","Với chất liệu gỗ thông, bền đẹp thân thiện với môi trường, giá giày TOBAGO rất thích hợp cho việc cất giữ giầy dép một cách ngăn nắp, sạch sẽ và tô điểm thêm màu sắc cho ngôi nhà của bạn đẹp mắt. Các góc cạnh cạnh được gia công kỹ lưỡng, bề mặt nhẵn bóng tạo tính thẩm mỹ cao, thiết kế chắc chắn, có 3 tầng tiện dụng.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ke-giay-tobago-2117-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ke-giay-tobago-4/,"Tủ kệ","Chí Trung",499000VND,in stock,2117_288,https://chitrung.bmic.edu.vn/cart/?add-to-cart=288,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,499000VND,new,published,,
2120_287,"Kệ giày TOBAGO","Giá Giày TOBAGO có thiết kế 4 tầng với chiều ngang 72cm, cho sức chứa khoảng 12 đôi giày cùng một lúc. Sản phẩm cho độ bền cao và vẻ đẹp mộc mạc.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ke-giay-tobago-2120-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ke-giay-tobago-3/,"Tủ kệ","Chí Trung",599000VND,in stock,2120_287,https://chitrung.bmic.edu.vn/cart/?add-to-cart=287,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,599000VND,new,published,,
2123_286,"Kệ giày TOBAGO","Với chất liệu gỗ thông, bền đẹp thân thiện với môi trường, giá giày TOBAGO rất thích hợp cho việc cất giữ giầy dép một cách ngăn nắp, sạch sẽ và tô điểm thêm màu sắc cho ngôi nhà của bạn đẹp mắt. Các góc cạnh cạnh được gia công kỹ lưỡng, bề mặt nhẵn bóng tạo tính thẩm mỹ cao, thiết kế chắc chắn, có 5 tầng tiện dụng.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ke-giay-tobago-2123-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ke-giay-tobago-2/,"Tủ kệ","Chí Trung",699000VND,in stock,2123_286,https://chitrung.bmic.edu.vn/cart/?add-to-cart=286,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,699000VND,new,published,,
2140_285,"Ghế dài BANG","Ghế băng dài BANG làm bằng gỗ thông, mặt ghế được thiết kế từ nhiều thanh gỗ ghép lại, kiểu dáng trang nhã sang trọng. Đây là một sản phẩm đa năng đến từ nội thất BAYA với gam màu nâu sáng trang nhã.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-dai-bang-2140-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-dai-bang/,"Ghế","Chí Trung",649000VND,in stock,2140_285,https://chitrung.bmic.edu.vn/cart/?add-to-cart=285,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,649000VND,new,published,,
1099911• Chất liệu gỗ óc chó cao cấp\n• Thêm kệ mở tiện ích\n• Phong cách Á Đông & Việt Nam đương đại_281,"Giá treo quần áo AKIO","Gỗ Óc chó/Veneer Óc chó",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/akio_clothes_rack_uma_1099911_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/gia-treo-quan-ao-akio/,"Sản phẩm gắn tường","Chí Trung",3990000VND,in stock,1099911• Chất liệu gỗ óc chó cao cấp\n• Thêm kệ mở tiện ích\n• Phong cách Á Đông & Việt Nam đương đại_281,https://chitrung.bmic.edu.vn/cart/?add-to-cart=281,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3990000VND,new,published,,
4585_282,"Kệ giày PILOT","Giá giày PILOT giúp cho nhà bạn thêm ngăn nắp và trang nhã. Thiết kế 2 trong 1 với tầng trên cùng có thể được dùng như ghế thay giày.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ke-giay-pilot-4585-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ke-giay-pilot/,"Tủ kệ","Chí Trung",729000VND,in stock,4585_282,https://chitrung.bmic.edu.vn/cart/?add-to-cart=282,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,729000VND,new,published,,
4161_283,"Kệ TV TREVOR","Kệ TV TREVOR không chỉ hoàn thiện không gian giải trí mà còn giúp bạn lưu trữ nhiều đồ vật hơn với 2 ngăn kéo và 1 ngăn chứa mở. Chân kệ bằng thép để đảm bảo độ vững chắc, mặt sau kệ có các lỗ tròn để bạn luồn dây cáp điện thật gọn gàng. Sản phẩm sẽ hoàn hảo hơn khi kết hợp cùng bàn cà phê TREVOR từ BAYA.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ke-tv-trevor-4161-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ke-tv-trevor/,"Tủ kệ","Chí Trung",3990000VND,in stock,4161_283,https://chitrung.bmic.edu.vn/cart/?add-to-cart=283,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3990000VND,new,published,,
2125_284,"Kệ giày TOBAGO","Với chất liệu gỗ thông, bền đẹp thân thiện với môi trường, giá giày TOBAGO rất thích hợp cho việc cất giữ giầy dép một cách ngăn nắp, sạch sẽ và tô điểm thêm màu sắc cho ngôi nhà của bạn đẹp mắt. Các góc cạnh cạnh được gia công kỹ lưỡng, bề mặt nhẵn bóng tạo tính thẩm mỹ cao, thiết kế chắc chắn, có 6 tầng tiện dụng.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ke-giay-tobago-2125-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ke-giay-tobago/,"Tủ kệ","Chí Trung",799000VND,in stock,2125_284,https://chitrung.bmic.edu.vn/cart/?add-to-cart=284,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,799000VND,new,published,,
341_280,"Ghế ăn BAVARIA","Ghế ăn BAVARIA đơn sắc với tựa lưng cao ráo và khả năng chịu nước tốt thích hợp cho nhiều mục đích sử dụng và phong cách nội thất đa dạng. Thiết kế hiện đại với chân kim loại thanh mảnh nhưng chắc chắn và mặt ghế bằng gỗ đoạn mỏng nhẹ có đường cong đẹp mắt, chiếc ghế mang lại cảm giác dễ chịu và thoải mái cho không gian sống của bạn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-an-bavaria-341-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-an-bavaria/,"Ghế","Chí Trung",749000VND,in stock,341_280,https://chitrung.bmic.edu.vn/cart/?add-to-cart=280,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,749000VND,new,published,,
343_279,"Ghế ăn BIANCA","Thiết kế có thể gấp gọn giúp bạn tiết kiệm không gian. Hãy kết hợp chiếc ghế này với bàn ăn BIANCA để có một bộ hoàn chỉnh.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-an-bianca-343-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-an-bianca/,"Ghế","Chí Trung",499000VND,in stock,343_279,https://chitrung.bmic.edu.vn/cart/?add-to-cart=279,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,499000VND,new,published,,
354_278,"Ghế ăn COSSACK","Ghế ăn COSSACK đơn sắc với tựa lưng cao ráo thích hợp cho nhiều mục đích sử dụng và phong cách nội thất đa dạng. Thiết kế hiện đại với chân kim loại thanh mảnh nhưng chắc chắn, mặt ghế từ chất liệu PVC bền bỉ và đường cong đẹp mắt, chiếc ghế mang lại cảm giác dễ chịu và thoải mái cho không gian sống của bạn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-an-cossack-354-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-an-cossack-2/,"Ghế","Chí Trung",699000VND,in stock,354_278,https://chitrung.bmic.edu.vn/cart/?add-to-cart=278,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,699000VND,new,published,,
355_277,"Ghế ăn COSSACK","Thiết kế hiện đại với chân kim loại chắc chắn và mặt ghế PVC đẹp mắt. Sản phẩm dễ di chuyển và có 2 màu để bạn chọn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-an-cossack-355-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-an-cossack/,"Ghế","Chí Trung",699000VND,in stock,355_277,https://chitrung.bmic.edu.vn/cart/?add-to-cart=277,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,699000VND,new,published,,
374_276,"Ghế ăn KITKA","Ghế ăn KITKA với thiết kế đơn giản theo phong cách châu Á cổ điển, chất liệu gỗ cao su bền chắc và gam màu nâu thẫm mang vẻ đẹp ấm cúng vào phòng ăn gia đình bạn. Đệm ngồi làm từ mút bọc da tổng hợp êm ái, góp phần tô điểm cho không gian sang trọng. Kết hợp trọn bộ với bàn ăn KITKA để hoàn thiện nội thất tổ ấm bạn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-an-kitka-374-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-an-kitka/,"Ghế","Chí Trung",849000VND,in stock,374_276,https://chitrung.bmic.edu.vn/cart/?add-to-cart=276,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,849000VND,new,published,,
375_275,"Ghế ăn MARLOW","Ghế MARLOW từ gỗ sồi với màu sắc tự nhiên đẹp mắt, khung ghế vững chãi và cho độ bền cao.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-an-marlow-375-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-an-marlow/,"Ghế","Chí Trung",1490000VND,in stock,375_275,https://chitrung.bmic.edu.vn/cart/?add-to-cart=275,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1490000VND,new,published,,
388_274,"Ghế ăn QATAR","Thiết kế vững chãi từ gỗ cao su thiên nhiên cho không gian sống hiện đại.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-an-qatar-388-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-an-qatar/,"Ghế","Chí Trung",699000VND,in stock,388_274,https://chitrung.bmic.edu.vn/cart/?add-to-cart=274,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,699000VND,new,published,,
411_273,"Ghế đôn MOZART","Ghế đẩu MOZART do BAYA thiết kế được làm từ gỗ keo sơn trắng với đệm ngồi bọc PVC, đem đến vẻ đẹp sang trọng cho không gian sống. Hãy kết hợp sử dụng chiếc ghế này với các món nội thất khác trong bộ sưu tập MOZART từ BAYA.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-don-mozart-411-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-don-mozart/,"Ghế, Sản Phẩm Sale","Chí Trung",500000VND,in stock,411_273,https://chitrung.bmic.edu.vn/cart/?add-to-cart=273,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350000VND,new,published,,
413_272,"Ghế đôn FRODO","Được thiết kế bởi BAYA, ghế đẩu FRODO thích hợp với các không gian phòng mang hơi thở hiện đại, sang trọng và đầy trang nhã. Ghế được làm từ gỗ MDF trắng, vừa đẹp mắt vừa đảm bảo độ bền lâu dài khi sử dụng. Hãy kết hợp cùng các sản phẩm khác trong bộ sưu tập FRODO đến từ BAYA.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-don-frodo-413-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-don-frodo/,"Ghế","Chí Trung",499000VND,in stock,413_272,https://chitrung.bmic.edu.vn/cart/?add-to-cart=272,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,499000VND,new,published,,
1000429• Giường ALI 1m2 - Giá 3,490,000 VND.\n• Giường ALI 1m6 - Giá 4,490,000 VND.\n• Giường HARRIS 1m8 - Giá 7,990,000.\n• GIƯỜNG ALBANY 1m8 - Giá 8,490,000._268,"Giường ALI","Giường ALI được làm từ chất liệu gỗ thông tự nhiên cho độ bền cao, chắc chắn, gam màu nhẹ nhàng, tươi sáng. Thiết kế tối giản với những thanh dọc mang đến vẻ ngoài ưa nhìn cho sản phẩm. Có 3 kích thước giường cho bạn chọn lựa. Hãy kết hợp với các món nội thất khác trong cùng bộ sưu tập ALI từ BAYA.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/giuong-ali-1000429-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-ali/,"Giường","Chí Trung",5490000VND,in stock,1000429• Giường ALI 1m2 - Giá 3,490,000 VND.\n• Giường ALI 1m6 - Giá 4,490,000 VND.\n• Giường HARRIS 1m8 - Giá 7,990,000.\n• GIƯỜNG ALBANY 1m8 - Giá 8,490,000._268,https://chitrung.bmic.edu.vn/cart/?add-to-cart=268,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5490000VND,new,published,,
1035537_265,"Giường RALLY","Giường ngủ RALLY có kết cấu vững chắc với 4 chân giường từ gỗ cao su và các chân phụ bên dưới khung giường. Thiết kế tinh tế dành cho những ai ưa chuộng phong cách sống tối giản mà vẫn không kém phần sang trọng. Hãy khám phá bộ sưu tập nội thất RALLY từ BAYA để hoàn thiện tổ ấm của mình.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/RALLY_Bed_Rubber_Wood_Plywood_White_UMA_1035537_corner.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-rally/,"Giường","Chí Trung",5490000VND,in stock,1035537_265,https://chitrung.bmic.edu.vn/cart/?add-to-cart=265,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5490000VND,new,published,,
1028485_266,"Giường HARRIS","Là sản phẩm của nội thất BAYA, giường HARRIS mang đến giấc ngủ sâu và ngon hơn cho các thành viên trong gia đình. Giường được làm từ gỗ sồi phủ veneer bền chắc, thiết kế đơn giản nhưng sang trọng và tinh tế. Sản phẩm có chiều cao 109 cm với nhiều kích cỡ cho bạn dễ dàng chọn lựa.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/giuong-harris-1028485-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-harris/,"Giường","Chí Trung",5990000VND,in stock,1028485_266,https://chitrung.bmic.edu.vn/cart/?add-to-cart=266,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5990000VND,new,published,,
1026580_267,"Giường HARRIS","Là sản phẩm của nội thất BAYA, giường HARRIS mang đến giấc ngủ sâu và ngon hơn cho các thành viên trong gia đình. Giường được làm từ gỗ sồi phủ veneer bền chắc, thiết kế đơn giản nhưng sang trọng và tinh tế. Sản phẩm có chiều cao 109 cm với nhiều kích cỡ cho bạn dễ dàng chọn lựa.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/giuong-harris-1026580-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-harris-2/,"Giường, Sản Phẩm Sale","Chí Trung",15600000VND,in stock,1026580_267,https://chitrung.bmic.edu.vn/cart/?add-to-cart=267,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,11990000VND,new,published,,
428_269,"Ghế đôn NAGASAKI","Ghế đôn phong cách Nhật Bản với gỗ và đệm ngồi êm ái bọc polyester. Có thể chồng nhiều ghế lên nhau để tiết kiệm không gian.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-don-nagasaki-428-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-don-nagasaki/,"Ghế","Chí Trung",499000VND,in stock,428_269,https://chitrung.bmic.edu.vn/cart/?add-to-cart=269,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,499000VND,new,published,,
421_270,"Ghế đôn cao JEFFERSON","Ghế đẩu gỗ tự nhiên với phần khung chắc chắn, màu sắc đẹp mắt, thích hợp sử dụng tại quầy bar, bàn bếp. Sản phẩm có 2 kích cỡ cho bạn lựa chọn.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-don-cao-jefferson-421-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-don-cao-jefferson/,"Ghế","Chí Trung",899000VND,in stock,421_270,https://chitrung.bmic.edu.vn/cart/?add-to-cart=270,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,899000VND,new,published,,
4469_271,"Ghế đôn TOTEM","Ghế đôn TOTEM được làm từ chất liệu gỗ cao su bền chắc với đường vân và màu sắc tự nhiên đẹp mắt. Sản phẩm có thiết kế đơn giản, gọn nhẹ, dễ phối hợp với các kiểu bàn ghế khác nhau giúp bạn nhanh chóng có thêm một chỗ ngồi thư giãn. Chọn ngay ghế đôn TOTEM để hoàn thiện không gian sống mang phong cách Bắc Âu đương đại thanh lịch và tinh tế.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/ghe-don-totem-4469-1-baya.vn_.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/ghe-don-totem/,"Ghế","Chí Trung",199000VND,in stock,4469_271,https://chitrung.bmic.edu.vn/cart/?add-to-cart=271,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,199000VND,new,published,,
1053852_264,"Giường BERNIE","Là sản phẩm được thiết kế bởi BAYA, giường BERNIE mang đến giấc ngủ sâu và ngon hơn cho các thành viên trong gia đình. Giường được làm từ gỗ công nghiệp MFC bền chắc, có 2 hộc kéo từ bên trái và bên phải tiện dụng, cho bạn thoải mái lưu trữ đồ dùng. Sản phẩm có chiều cao 70cm với 2 kích cỡ cho bạn dễ dàng chọn lựa.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/BERNIE_NEW_Bed_Melamine_Faced_Chipboard_MFC_Natural_UMA_1053852.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-bernie/,"Giường, Sản Phẩm Sale","Chí Trung",15490000VND,in stock,1053852_264,https://chitrung.bmic.edu.vn/cart/?add-to-cart=264,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,9300000VND,new,published,,
1089134_262,"Giường ALBANY","Được thiết kế theo phong cách châu Á đương đại, giường ngủ ALBANY góp phần làm hoàn hảo cho không gian phòng ngủ của bạn. Giường được làm từ gỗ sồi cao cấp, phủ lớp veneer màu nâu đậm sang trọng. Phần chân giường chắc chắn với gỗ sồi miếng bản to cứng cáp, đảm bảo độ bền lâu dài cho sản phẩm. Bạn có thể chọn mua giường với kích thước King Size hoặc Queen Size trong bộ sưu tập ALBANY đẹp mắt và tinh tế.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/giuong-albany-1089134-1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-albany/,"Giường, Sản Phẩm Sale","Chí Trung",15050000VND,in stock,1089134_262,https://chitrung.bmic.edu.vn/cart/?add-to-cart=262,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,11500000VND,new,published,,
1100242• Thiết kế đặc biệt của BAYA • Thành phần gỗ sồi cao cấp, bền chắc • Kiểu dáng đơn giản, sang trọng_261,"Khung giường ATTILA","Việt Nam",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/attila_bed_frame_baya_1100242_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/khung-giuong-attila/,"Giường","Chí Trung",7990000VND,in stock,1100242• Thiết kế đặc biệt của BAYA • Thành phần gỗ sồi cao cấp, bền chắc • Kiểu dáng đơn giản, sang trọng_261,https://chitrung.bmic.edu.vn/cart/?add-to-cart=261,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7990000VND,new,published,,
1100259• Thiết kế đặc biệt của BAYA • Thành phần gỗ sồi cao cấp, bền chắc • Kiểu dáng đơn giản, sang trọng_260,"Bộ ngăn kéo ATTILA","Việt Nam",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/attila_set_of_drawers_baya_1100259_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ngan-keo-attila/,"Giường","Chí Trung",1990000VND,in stock,1100259• Thiết kế đặc biệt của BAYA • Thành phần gỗ sồi cao cấp, bền chắc • Kiểu dáng đơn giản, sang trọng_260,https://chitrung.bmic.edu.vn/cart/?add-to-cart=260,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1990000VND,new,published,,
1098976Sản phẩm gồm:• 01 x Bàn ăn VERONA.• 04 x Ghế ăn VERONA.GIÁ: 4,286,0003,790,000._256,"Bộ bàn ăn 4 ghế VERONA","Bộ bàn & 4 ghế ăn VERONA nổi bật với thiết kế ấn tượng cùng chất liệu gỗ MDF bền chắc phủ màu sơn trắng tinh khôi, trang nhã. Bề mặt sản phẩm nhẵn đẹp và khung kim loại vững chãi mang lại vẻ sang trọng thích hợp với nhiều không gian nội thất khác nhau.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/0_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-4-ghe-verona-2/,"Bộ bàn ăn","Chí Trung",3790000VND,in stock,1098976Sản phẩm gồm:• 01 x Bàn ăn VERONA.• 04 x Ghế ăn VERONA.GIÁ: 4,286,0003,790,000._256,https://chitrung.bmic.edu.vn/cart/?add-to-cart=256,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3790000VND,new,published,,
1099089Sản phẩm gồm:• 01 x Bàn ăn PRINCETON.• 06 x Ghế ăn PRINCETON.GIÁ: 18,930,00016,400,000._252,"Bộ bàn ăn 6 ghế PRINCETON","Đơn giản và hiện đại, bộ bàn & 6 ghế ăn PRINCETON là lựa chọn lý tưởng cho phòng ăn gia đình bạn. Chất liệu khung làm từ veneer gỗ sồi, gỗ cao su và MDF bền chắc với gam màu tự nhiên tươi sáng và vân gỗ bắt mắt. Chân bàn được thiết kế ấn tượng, là điểm nhấn cho không gian dùng bữa thêm thu hút. Ghế có đệm ngồi và lưng tựa êm ái mang lại nét sang trọng, tinh tế.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/PRINCETON_Dining_Set_UMA_1099089.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-princeton-2/,"Bộ bàn ăn","Chí Trung",16400000VND,in stock,1099089Sản phẩm gồm:• 01 x Bàn ăn PRINCETON.• 06 x Ghế ăn PRINCETON.GIÁ: 18,930,00016,400,000._252,https://chitrung.bmic.edu.vn/cart/?add-to-cart=252,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,16400000VND,new,published,,
1099140Sản phẩm gồm:• 01 x Bàn ăn HARRIS.• 06 x Ghế ăn HARRIS.GIÁ: 14,530,00012,900,000._253,"Bộ bàn ăn 6 ghế HARRIS","Bộ bàn & 6 ghế ăn HARRIS là một sản phẩm đặc biệt trong dòng nội thất cao cấp của BAYA. Thiết kế đơn giản với chất liệu gỗ sồi bền chắc và màu sắc tự nhiên mang lại vẻ đẹp ấm cúng cho phòng ăn gia đình bạn. Đệm ngồi làm từ mút bọc da tổng hợp êm ái, góp phần tô điểm cho không gian sang trọng.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/HARRIS_Dining_Set_UMA_1099140.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-harris/,"Bộ bàn ăn","Chí Trung",12900000VND,in stock,1099140Sản phẩm gồm:• 01 x Bàn ăn HARRIS.• 06 x Ghế ăn HARRIS.GIÁ: 14,530,00012,900,000._253,https://chitrung.bmic.edu.vn/cart/?add-to-cart=253,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,12900000VND,new,published,,
1099188Sản phẩm gồm:• 01 x Bàn ăn COBRA.• 04 x Ghế ăn COBRA.GIÁ: 17,830,00015,900,000._254,"Bộ bàn ăn 6 ghế COBRA","Bộ bàn & 6 ghế ăn COBRA là một thiết kế đặc biệt của BAYA, với chất liệu gỗ sồi cao cấp phối màu sắc tự nhiên và đường nét vân gỗ đẹp mắt. Sản phẩm mang lại vẻ đẹp tinh tế hoàn hảo cho tổ ấm bạn. Những chi tiết bo tròn và uốn cong nhẹ nhàng cho bạn cảm giác thoải mái trong không gian dùng bữa.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/COBRA_Dining_Set_UMA_1099188.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-6-ghe-cobra/,"Bộ bàn ăn","Chí Trung",15900000VND,in stock,1099188Sản phẩm gồm:• 01 x Bàn ăn COBRA.• 04 x Ghế ăn COBRA.GIÁ: 17,830,00015,900,000._254,https://chitrung.bmic.edu.vn/cart/?add-to-cart=254,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,15900000VND,new,published,,
1098945Sản phẩm gồm:• 01 x Bàn ăn VERONA.• 04 x Ghế ăn VERONA.GIÁ: 5,186,0004,490,000._255,"Bộ bàn ăn 4 ghế VERONA","Bộ bàn & 4 ghế ăn VERONA nổi bật với thiết kế ấn tượng cùng chất liệu gỗ MDF và veneer gỗ óc chó bền chắc màu nâu sẫm hiện đại, tinh tế. Bề mặt sản phẩm nhẵn đẹp và khung kim loại vững chãi mang lại vẻ sang trọng thích hợp với nhiều không gian nội thất khác nhau.",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/VERONA_Dining_Table_MDF_Walnut_Veneer_Walnut_UMA_1071665-0.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/bo-ban-an-4-ghe-verona/,"Bộ bàn ăn","Chí Trung",4490000VND,in stock,1098945Sản phẩm gồm:• 01 x Bàn ăn VERONA.• 04 x Ghế ăn VERONA.GIÁ: 5,186,0004,490,000._255,https://chitrung.bmic.edu.vn/cart/?add-to-cart=255,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4490000VND,new,published,,
1099898• Chất liệu gỗ óc chó cao cấp\n• Khung giường rộng rãi• Phong cách Nhật Bản & Việt Nam đương đại_257,"Giường AKIO","Gỗ Óc chó/Veneer Óc chó",https://chitrung.bmic.edu.vn/wp-content/uploads/2020/04/akio_bed_baya_1099898_1.jpg,https://chitrung.bmic.edu.vn/sản%20phẩm/giuong-akio/,"Giường","Chí Trung",12900000VND,in stock,1099898• Chất liệu gỗ óc chó cao cấp\n• Khung giường rộng rãi• Phong cách Nhật Bản & Việt Nam đương đại_257,https://chitrung.bmic.edu.vn/cart/?add-to-cart=257,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,12900000VND,new,published,,
